,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang,kategori_penumpang
1349,2021,11,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,56825,Ramai Penumpang
1350,2021,11,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,55667,Ramai Penumpang
1351,2021,11,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,84918,Padat Penumpang
1352,2021,11,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,100864,Padat Penumpang
1353,2021,11,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,65152,Ramai Penumpang
1354,2021,11,Mikrotrans,JAK.64,Lenteng Agung - Aseli,61617,Ramai Penumpang
1355,2021,11,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,43632,Ramai Penumpang
1356,2021,11,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,79618,Padat Penumpang
1357,2021,11,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,84370,Padat Penumpang
1358,2021,11,Mikrotrans,JAK.58,Cilingcing - Rorotan,110584,Padat Penumpang
1359,2021,11,Mikrotrans,JAK.56,Grogol - Srengseng,55986,Ramai Penumpang
1360,2021,11,Mikrotrans,JAK.54,Grogol - Benhil,52566,Ramai Penumpang
1361,2021,11,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,61754,Ramai Penumpang
1362,2021,11,Mikrotrans,JAK.52,Kalideres - Muara Angke,79531,Padat Penumpang
1363,2021,11,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,122865,Padat Penumpang
1364,2021,11,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,77204,Padat Penumpang
1365,2021,11,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,50611,Ramai Penumpang
1366,2021,11,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,63835,Ramai Penumpang
1367,2021,11,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,106263,Padat Penumpang
1368,2021,11,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,55555,Ramai Penumpang
1369,2021,11,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,75946,Padat Penumpang
1370,2021,11,Mikrotrans,JAK.43,Tongtek - Cililitan,104411,Padat Penumpang
1371,2021,11,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,84595,Padat Penumpang
1372,2021,11,Mikrotrans,JAK.41,Kampung Melayu - Pulo Gadung,52250,Ramai Penumpang
1373,2021,11,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,47573,Ramai Penumpang
1374,2021,11,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,70372,Ramai Penumpang
1375,2021,11,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,52938,Ramai Penumpang
1376,2021,11,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,69292,Ramai Penumpang
1377,2021,11,Mikrotrans,JAK.36,Cilangkap - Cililitan,80759,Padat Penumpang
1378,2021,11,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,34484,Sepi penumpang
1379,2021,11,Mikrotrans,JAK.34,Rawamangun - Klender,71939,Padat Penumpang
1380,2021,11,Mikrotrans,JAK.33,Pulo Gadung - Kota,64400,Ramai Penumpang
1381,2021,11,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,90627,Padat Penumpang
1382,2021,11,Mikrotrans,JAK.31,Blok M - Andara,73900,Padat Penumpang
1383,2021,11,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,160715,Padat Penumpang
1384,2021,11,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,137509,Padat Penumpang
1385,2021,11,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,75895,Padat Penumpang
1386,2021,11,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,59685,Ramai Penumpang
1387,2021,11,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,48931,Ramai Penumpang
1388,2021,11,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,57999,Ramai Penumpang
1389,2021,11,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,94793,Padat Penumpang
1390,2021,11,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,21124,Sepi penumpang
1391,2021,11,Mikrotrans,JAK.21,Cililitan - Dwikora,77867,Padat Penumpang
1392,2021,11,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,63118,Ramai Penumpang
1393,2021,11,Mikrotrans,JAK.19,Pinang Ranti - Kampung Rambutan,109711,Padat Penumpang
1394,2021,11,Mikrotrans,JAK.18,Kalibata - Kuningan,41370,Ramai Penumpang
1395,2021,11,Mikrotrans,JAK.17,Senen - Pulo Gadung,59969,Ramai Penumpang
1396,2021,11,Mikrotrans,JAK.16,Cililitan - Condet,96991,Padat Penumpang
1397,2021,11,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,146160,Padat Penumpang
1398,2021,11,Mikrotrans,JAK.14,Tanah Abang - Meruya,115672,Padat Penumpang
1399,2021,11,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,22307,Sepi penumpang
1400,2021,11,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,80723,Padat Penumpang
1401,2021,11,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,103410,Padat Penumpang
1402,2021,11,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,78124,Padat Penumpang
1403,2021,11,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama,88319,Padat Penumpang
1404,2021,11,Mikrotrans,JAK.10B,Gondangdia - Cikini via Kramat Raya,4008,Sepi penumpang
1405,2021,11,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,30703,Sepi penumpang
1406,2021,11,Mikrotrans,JAK.10,Tanah Abang - Kota,59213,Ramai Penumpang
1407,2021,11,Mikrotrans,JAK.09,Roxy Mas - Karet,31253,Sepi penumpang
1408,2021,11,Mikrotrans,JAK.08,Roxy - Benhil,48046,Ramai Penumpang
1409,2021,11,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,66471,Ramai Penumpang
1410,2021,11,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,73113,Padat Penumpang
1411,2021,11,Mikrotrans,JAK.05,Semper - Rorotan,73362,Padat Penumpang
1412,2021,11,Mikrotrans,JAK.04,Grogol - Tubagus Angke,55910,Ramai Penumpang
1413,2021,11,Mikrotrans,JAK.03,Lebak Bulus - Andara,41216,Ramai Penumpang
1414,2021,11,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,56746,Ramai Penumpang
1415,2021,11,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,71927,Padat Penumpang
83,2021,10,Angkutan Umum Integrasi,9H,Cipedak - Blok M,16256,Ramai Penumpang
84,2021,10,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,16905,Ramai Penumpang
85,2021,10,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,81799,Padat Penumpang
86,2021,10,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8122,Ramai Penumpang
87,2021,10,Angkutan Umum Integrasi,8E,Bintaro - Blok M,18112,Ramai Penumpang
88,2021,10,Angkutan Umum Integrasi,8D,Joglo - Blok M,24637,Ramai Penumpang
89,2021,10,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,Sepi penumpang
90,2021,10,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,25384,Ramai Penumpang
91,2021,10,Angkutan Umum Integrasi,7D,Pancoran - TMII,20689,Ramai Penumpang
92,2021,10,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,77492,Padat Penumpang
93,2021,10,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,80151,Padat Penumpang
94,2021,10,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,0,Sepi penumpang
95,2021,10,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,25776,Ramai Penumpang
96,2021,10,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,19821,Ramai Penumpang
97,2021,10,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18839,Ramai Penumpang
98,2021,10,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,93175,Padat Penumpang
99,2021,10,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,78012,Padat Penumpang
100,2021,10,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,14392,Ramai Penumpang
101,2021,10,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,7245,Ramai Penumpang
102,2021,10,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,34614,Padat Penumpang
103,2021,10,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,33436,Padat Penumpang
104,2021,10,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,24133,Ramai Penumpang
105,2021,10,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12633,Ramai Penumpang
106,2021,10,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,26660,Ramai Penumpang
107,2021,10,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,9135,Ramai Penumpang
108,2021,10,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,12969,Ramai Penumpang
109,2021,10,Angkutan Umum Integrasi,1M,Meruya - Blok M,20501,Ramai Penumpang
110,2021,10,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,37638,Padat Penumpang
111,2021,10,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0,Sepi penumpang
112,2021,10,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,71245,Padat Penumpang
113,2021,10,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14984,Ramai Penumpang
114,2021,10,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,29339,Padat Penumpang
115,2021,10,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,67571,Padat Penumpang
116,2021,10,Angkutan Umum Integrasi,12B,Pluit - Senen,8148,Ramai Penumpang
117,2021,10,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9781,Ramai Penumpang
118,2021,10,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,54197,Padat Penumpang
119,2021,10,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,34615,Padat Penumpang
120,2021,10,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,22,Sepi penumpang
121,2021,10,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,21,Sepi penumpang
205,2021,8,Angkutan Umum Integrasi,9H,Cipedak - Blok M,11808,Ramai Penumpang
206,2021,8,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,10317,Ramai Penumpang
207,2021,8,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,57029,Padat Penumpang
208,2021,8,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,5714,Sepi penumpang
209,2021,8,Angkutan Umum Integrasi,8E,Bintaro - Blok M,12951,Ramai Penumpang
210,2021,8,Angkutan Umum Integrasi,8D,Joglo - Blok M,16723,Ramai Penumpang
211,2021,8,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,Sepi penumpang
212,2021,8,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,16352,Ramai Penumpang
213,2021,8,Angkutan Umum Integrasi,7D,Pancoran - TMII,11908,Ramai Penumpang
214,2021,8,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,46807,Padat Penumpang
215,2021,8,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,46292,Padat Penumpang
216,2021,8,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,0,Sepi penumpang
217,2021,8,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,16390,Ramai Penumpang
218,2021,8,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,13300,Ramai Penumpang
219,2021,8,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,11982,Ramai Penumpang
220,2021,8,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,48241,Padat Penumpang
221,2021,8,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,53175,Padat Penumpang
222,2021,8,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,9152,Ramai Penumpang
223,2021,8,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,3862,Sepi penumpang
224,2021,8,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,22307,Ramai Penumpang
225,2021,8,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,18891,Ramai Penumpang
226,2021,8,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,16416,Ramai Penumpang
227,2021,8,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,7866,Ramai Penumpang
228,2021,8,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,18185,Ramai Penumpang
229,2021,8,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,5409,Sepi penumpang
230,2021,8,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,7796,Ramai Penumpang
231,2021,8,Angkutan Umum Integrasi,1M,Meruya - Blok M,15888,Ramai Penumpang
232,2021,8,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,22581,Ramai Penumpang
233,2021,8,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,51375,Padat Penumpang
234,2021,8,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,11069,Ramai Penumpang
235,2021,8,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16271,Ramai Penumpang
236,2021,8,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,0,Sepi penumpang
237,2021,8,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,35608,Padat Penumpang
238,2021,8,Angkutan Umum Integrasi,12B,Pluit - Senen,5602,Sepi penumpang
239,2021,8,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,7829,Ramai Penumpang
240,2021,8,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,40578,Padat Penumpang
241,2021,8,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,29478,Padat Penumpang
242,2021,8,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,14,Sepi penumpang
243,2021,8,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,8,Sepi penumpang
329,2021,3,Angkutan Umum Integrasi,9H,Cipedak - Blok M,12674,Ramai Penumpang
330,2021,3,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,13245,Ramai Penumpang
331,2021,3,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,74555,Padat Penumpang
332,2021,3,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8570,Ramai Penumpang
333,2021,3,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19297,Ramai Penumpang
334,2021,3,Angkutan Umum Integrasi,8D,Joglo - Blok M,34009,Padat Penumpang
335,2021,3,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,18192,Ramai Penumpang
336,2021,3,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24723,Ramai Penumpang
337,2021,3,Angkutan Umum Integrasi,7D,Pancoran - TMII,23286,Ramai Penumpang
338,2021,3,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,82559,Padat Penumpang
339,2021,3,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,49219,Padat Penumpang
340,2021,3,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,2157,Sepi penumpang
341,2021,3,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,13318,Ramai Penumpang
342,2021,3,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24251,Ramai Penumpang
343,2021,3,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18468,Ramai Penumpang
344,2021,3,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,93959,Padat Penumpang
345,2021,3,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,79666,Padat Penumpang
346,2021,3,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,19217,Ramai Penumpang
347,2021,3,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8638,Ramai Penumpang
348,2021,3,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,41635,Padat Penumpang
349,2021,3,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,40301,Padat Penumpang
350,2021,3,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23513,Ramai Penumpang
351,2021,3,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,8440,Ramai Penumpang
352,2021,3,Angkutan Umum Integrasi,2P,Gondangdia - Senen,6130,Ramai Penumpang
353,2021,3,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,15225,Ramai Penumpang
354,2021,3,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,27200,Ramai Penumpang
355,2021,3,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8456,Ramai Penumpang
356,2021,3,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9235,Ramai Penumpang
357,2021,3,Angkutan Umum Integrasi,1M,Meruya - Blok M,25278,Ramai Penumpang
358,2021,3,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,38768,Padat Penumpang
359,2021,3,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,8308,Ramai Penumpang
360,2021,3,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,68895,Padat Penumpang
361,2021,3,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14794,Ramai Penumpang
362,2021,3,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,20906,Ramai Penumpang
363,2021,3,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,68592,Padat Penumpang
364,2021,3,Angkutan Umum Integrasi,12B,Pluit - Senen,12131,Ramai Penumpang
365,2021,3,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10948,Ramai Penumpang
366,2021,3,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,58186,Padat Penumpang
367,2021,3,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,36891,Padat Penumpang
451,2021,6,Angkutan Umum Integrasi,9H,Cipedak - Blok M,13557,Ramai Penumpang
452,2021,6,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,11879,Ramai Penumpang
453,2021,6,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,71780,Padat Penumpang
454,2021,6,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8238,Ramai Penumpang
455,2021,6,Angkutan Umum Integrasi,8E,Bintaro - Blok M,17795,Ramai Penumpang
456,2021,6,Angkutan Umum Integrasi,8D,Joglo - Blok M,26030,Ramai Penumpang
457,2021,6,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,20094,Ramai Penumpang
458,2021,6,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,24185,Ramai Penumpang
459,2021,6,Angkutan Umum Integrasi,7D,Pancoran - TMII,23775,Ramai Penumpang
460,2021,6,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,76133,Padat Penumpang
461,2021,6,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,64778,Padat Penumpang
462,2021,6,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,2135,Sepi penumpang
463,2021,6,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,24422,Ramai Penumpang
464,2021,6,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,21967,Ramai Penumpang
465,2021,6,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,17682,Ramai Penumpang
466,2021,6,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,76188,Padat Penumpang
467,2021,6,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,75577,Padat Penumpang
468,2021,6,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18759,Ramai Penumpang
469,2021,6,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6849,Ramai Penumpang
470,2021,6,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,38174,Padat Penumpang
471,2021,6,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,37813,Padat Penumpang
472,2021,6,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23236,Ramai Penumpang
473,2021,6,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12806,Ramai Penumpang
474,2021,6,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,26985,Ramai Penumpang
475,2021,6,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8474,Ramai Penumpang
476,2021,6,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9246,Ramai Penumpang
477,2021,6,Angkutan Umum Integrasi,1M,Meruya - Blok M,22951,Ramai Penumpang
478,2021,6,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,39470,Padat Penumpang
479,2021,6,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6886,Ramai Penumpang
480,2021,6,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,63772,Padat Penumpang
481,2021,6,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,14938,Ramai Penumpang
482,2021,6,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,22033,Ramai Penumpang
483,2021,6,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,66928,Padat Penumpang
484,2021,6,Angkutan Umum Integrasi,12B,Pluit - Senen,10761,Ramai Penumpang
485,2021,6,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,10744,Ramai Penumpang
486,2021,6,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,50089,Padat Penumpang
487,2021,6,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,32798,Padat Penumpang
488,2021,6,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,1,Sepi penumpang
489,2021,6,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,33,Sepi penumpang
573,2021,1,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,261,Sepi penumpang
574,2021,1,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,76,Sepi penumpang
575,2021,1,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15039,Ramai Penumpang
576,2021,1,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,75918,Padat Penumpang
577,2021,1,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6867,Ramai Penumpang
578,2021,1,Angkutan Umum Integrasi,8E,Bintaro - Blok M,21336,Ramai Penumpang
579,2021,1,Angkutan Umum Integrasi,8D,Joglo - Blok M,38523,Padat Penumpang
580,2021,1,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,13021,Ramai Penumpang
581,2021,1,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,27248,Ramai Penumpang
582,2021,1,Angkutan Umum Integrasi,7D,Pancoran - TMII,17464,Ramai Penumpang
583,2021,1,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87284,Padat Penumpang
584,2021,1,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,47005,Padat Penumpang
585,2021,1,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,1780,Sepi penumpang
586,2021,1,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,25781,Ramai Penumpang
587,2021,1,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,15742,Ramai Penumpang
588,2021,1,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,94200,Padat Penumpang
589,2021,1,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,87492,Padat Penumpang
590,2021,1,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18094,Ramai Penumpang
591,2021,1,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8008,Ramai Penumpang
592,2021,1,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,39562,Padat Penumpang
593,2021,1,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31546,Padat Penumpang
594,2021,1,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,24385,Ramai Penumpang
595,2021,1,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,13518,Ramai Penumpang
596,2021,1,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,29449,Padat Penumpang
597,2021,1,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,8793,Ramai Penumpang
598,2021,1,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,9987,Ramai Penumpang
599,2021,1,Angkutan Umum Integrasi,1M,Meruya - Blok M,29169,Padat Penumpang
600,2021,1,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,45597,Padat Penumpang
601,2021,1,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6090,Sepi penumpang
602,2021,1,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,76707,Padat Penumpang
603,2021,1,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,18502,Ramai Penumpang
604,2021,1,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,24996,Ramai Penumpang
605,2021,1,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,62721,Padat Penumpang
606,2021,1,Angkutan Umum Integrasi,12B,Pluit - Senen,9506,Ramai Penumpang
607,2021,1,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9436,Ramai Penumpang
608,2021,1,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,61434,Padat Penumpang
609,2021,1,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,41881,Padat Penumpang
693,2021,5,Angkutan Umum Integrasi,9H,Cipedak - Blok M,10968,Ramai Penumpang
694,2021,5,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,10808,Ramai Penumpang
695,2021,5,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,72275,Padat Penumpang
696,2021,5,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6416,Ramai Penumpang
697,2021,5,Angkutan Umum Integrasi,8E,Bintaro - Blok M,18780,Ramai Penumpang
698,2021,5,Angkutan Umum Integrasi,8D,Joglo - Blok M,27926,Ramai Penumpang
699,2021,5,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,17630,Ramai Penumpang
